id,amr,antibiotic,pTested,nTested,pSusceptible,nSusceptible
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11::Rifampin,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11,Rifampin,100%,366,97%,355
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11::Tetracycline,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11,Tetracycline,100%,366,93%,340
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,366,97%,355
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11::Vancomycin,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2017::11,Vancomycin,100%,366,100%,366
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5::Cefazolin,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5,Cefazolin,100%,360,0%,0
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5::Clindamycin,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5,Clindamycin,100%,360,48%,173
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5::Levofloxacin,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5,Levofloxacin,100%,360,14%,50
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5::Rifampin,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5,Rifampin,100%,360,100%,360
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5::Tetracycline,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5,Tetracycline,100%,360,96%,346
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,360,100%,360
Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5::Vancomycin,Banner - University Medical Center Phoenix::Staphylococcus aureus (MRSA)::_::2018::5,Vancomycin,100%,360,100%,360
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11::Cefazolin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11,Cefazolin,100%,470,100%,470
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11::Clindamycin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11,Clindamycin,100%,470,82%,385
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11::Levofloxacin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11,Levofloxacin,100%,470,88%,414
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11::Rifampin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11,Rifampin,100%,470,100%,470
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11::Tetracycline,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11,Tetracycline,100%,470,96%,451
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,470,99%,465
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11::Vancomycin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2017::11,Vancomycin,100%,470,100%,470
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5::Cefazolin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5,Cefazolin,100%,482,100%,482
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5::Clindamycin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5,Clindamycin,100%,482,82%,395
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5::Levofloxacin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5,Levofloxacin,100%,482,88%,424
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5::Rifampin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5,Rifampin,100%,482,100%,482
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5::Tetracycline,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5,Tetracycline,100%,482,95%,458
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,482,98%,472
Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5::Vancomycin,Banner - University Medical Center Phoenix::Staphylococcus aureus::_::2018::5,Vancomycin,100%,482,100%,482
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11::Ceftriaxone,Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11,Ceftriaxone,100%,144,81%,117
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11::Clindamycin,Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11,Clindamycin,100%,144,86%,124
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11::Erythromycin,Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11,Erythromycin,100%,144,69%,99
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11::Levofloxacin,Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11,Levofloxacin,100%,144,99%,143
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11::Penicillin (Unspecified),Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Aspirate (Unspecified)::2017::11,Penicillin (Unspecified),100%,144,71%,102
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Fluid (Cerebral/Spinal)::2017::11::Ceftriaxone,Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Fluid (Cerebral/Spinal)::2017::11,Ceftriaxone,100%,265,94%,249
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Fluid (Cerebral/Spinal)::2017::11::Levofloxacin,Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Fluid (Cerebral/Spinal)::2017::11,Levofloxacin,100%,265,99%,262
Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Fluid (Cerebral/Spinal)::2017::11::Penicillin (Unspecified),Banner - University Medical Center Phoenix::Streptococcus pneumoniae::Fluid (Cerebral/Spinal)::2017::11,Penicillin (Unspecified),100%,265,82%,217
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Amoxicillin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Ampicillin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Ampicillin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Cefazolin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Cefazolin,100%,1,0%,0
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Cefepime,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Cefepime,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Cefotaxime,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Cefotaxime,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Cefotetan,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Cefotetan,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Ceftazidime,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Ceftazidime,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Ceftriaxone,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Cefuroxime,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Cefuroxime,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Cephalothin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Cephalothin,100%,1,0%,0
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Gentamicin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Imipenem (Cilastatin),100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Levofloxacin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Nitrofurantoin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Nitrofurantoin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Piperacillin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Piperacillin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Tetracycline,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Tobramycin,Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Tobramycin,100%,1,100%,1
Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Cronobacter sakazakii::Urine::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Amoxicillin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Amoxicillin,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Ampicillin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Ampicillin,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Cefazolin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Cefazolin,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Cefepime,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Cefepime,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Cefotaxime,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Cefotaxime,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Cefotetan,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Cefotetan,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Ceftazidime,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Ceftazidime,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Ceftriaxone,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Cefuroxime,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Cefuroxime,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Gentamicin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Imipenem (Cilastatin),100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Levofloxacin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Piperacillin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Piperacillin,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Tetracycline,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Tobramycin,Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Tobramycin,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Enterobacter aerogenes::Ear::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Amoxicillin,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Amoxicillin,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Ampicillin,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Ampicillin,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Cefazolin,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Cefazolin,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Cefepime,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Cefepime,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Cefotaxime,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Cefotaxime,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Cefotetan,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Cefotetan,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Ceftazidime,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Ceftazidime,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Ceftriaxone,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Cefuroxime,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Cefuroxime,100%,1,0%,0
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Gentamicin,Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Enterobacter aerogenes::Skin::2019::1,Imipenem (Cilastatin),100%,1,100%,1
