id,type,capacity,certification,mpc,address,zip,phone,fax,lat,lon
Vi At Silverstone A Vi & Plaza Companies Community,Assisted Living::Directed Center,40,,Scottsdale,22605 North 74Th Street,85255,(480)478-6200,(480)478-6297,33.693647,-111.920015
Villa At Bella Vista,Assisted Living::Directed Center,48,,Mesa,1825 West Emelita Avenue,85202,(480)964-0410,(480)964-3178,33.398248,-111.870945
Villa Ocotillo Management Co LLC,Assisted Living::Directed Center,120,,Scottsdale,3327 North Civic Center Plaza,85251,(480)946-7111,(480)945-2344,33.486794,-111.921689
Villas At Academy Village,Assisted Living::Directed Center,34,,Tucson,13775 East Langtry Lane,85747,(520)647-7500,(520)647-7018,32.11025,-110.69832
Westchester Garden Court,Assisted Living::Directed Center,72,,Tempe,601 East Westchester Drive,85283,(480)831-8660,(480)222-6053,33.367248,-111.930577
Willow Wind Residence,Assisted Living::Directed Center,62,T,Prescott,3191 Aster Drive,86305,(928)443-9999,(928)443-5009,34.602372,-112.462208
A & I Adult Care Home,Assisted Living::Directed Home,10,,Scottsdale,5327 East Anderson Drive,85254,(602)574-4369,(602)971-7395,33.643662,-111.965801
A & M Assisted Living Of Scottsdale LLC,Assisted Living::Directed Home,9,,Scottsdale,7512 East Larkspur Drive,85260,(480)202-4402,(480)588-5459,33.600498,-111.91802
A Caring Manor,Assisted Living::Directed Home,5,,Queen Creek,18642 East Cloud Road,85242,(480)888-2284,(480)361-2122,33.227081,-111.680474
A Caring Manor I,Assisted Living::Directed Home,4,,Queen Creek,20338 East Via Del Oro,85142,(480)245-6363,(480)361-4000,33.238545,-111.644594
A Desert Villita,Assisted Living::Directed Home,10,,Tucson,4232 East 5Th Street,85711,(520)795-8975,(520)326-6510,32.228718,-110.902608
A Distinguished Touch Adult Care LLC,Assisted Living::Directed Home,5,T,Peoria,6758 West Blackstone Lane,85383,(623)249-7706,(623)742-3796,33.751378,-112.206284
A Happy Place Adult Care Home Inc.,Assisted Living::Directed Home,10,T,Scottsdale,4918 East Karen Drive,85254,(602)996-7750,(602)996-1333,33.625716,-111.974053
A Lane Adult Care Home,Assisted Living::Directed Home,10,,Phoenix,3729 West Lane Avenue,85051,(602)793-9444,(602)249-7003,33.55248,-112.140055
A Little Bit Of Heaven,Assisted Living::Directed Home,5,,Prescott Valley,4445 Carla Vista Drive,86314,(928)775-4437,(928)775-4437,34.607184,-112.306992
A Place In The Sun,Assisted Living::Directed Home,10,,Scottsdale,6879 East Vernon Avenue,85257,(602)380-2855,(480)947-0263,33.47368,-111.931681
A Tender Touch Assisted Living Home,Assisted Living::Directed Home,8,,Phoenix,2827 East Thunderbird Road,85032,(602)677-5824,(602)992-7341,33.611329,-112.020524
A To Z Assisted Living Care,Assisted Living::Directed Home,5,,Phoenix,17601 North 6Th Place,85022,(602)296-5456,(602)296-5456,33.646271,-112.065983
A Touch Of Desert Class,Assisted Living::Directed Home,10,T,Phoenix,38718 North 29Th Avenue,85086,(623)742-7473,(623)465-2676,33.835857,-112.121984
A Touch Of Elegance Care Home LLC,Assisted Living::Directed Home,8,,Peoria,7983 West Martha Way,85381,(623)412-0948,(623)486-8428,33.613155,-112.231652
A Touch Of Excelence LLC,Assisted Living::Directed Home,10,,Peoria,7763 West Ludlow Drive,85381,(623)412-1536,(623)776-0214,33.612297,-112.225257
A Vip Assisted Living Home Care,Assisted Living::Directed Home,5,,Anthem,41309 North Yorktown Trail,85086,(623)551-2632,(623)551-2632,33.860061,-112.116223
Aaa Adult Care Home,Assisted Living::Directed Home,10,,Tucson,5720 East 26Th Street,85711,(520)745-3843,(520)300-7004,32.202394,-110.87025
Above Care Assisted Living Home,Assisted Living::Directed Home,5,,Gilbert,680 West Harvard Avenue,85233,(480)558-7778,(480)558-7778,33.367339,-111.804073
Abracadabra Assisted Living,Assisted Living::Directed Home,10,,Glendale,5762 West Shaw Butte Drive,85304,(623)332-3739,(623)466-7751,33.595529,-112.183559
Absolute Assisted Living Adult Care Home,Assisted Living::Directed Home,10,,Mesa,3557 East Caballero Street,85213,(480)854-2853,(480)854-2853,33.423538,-111.754329
Acacia Cove Assisted Living,Assisted Living::Directed Home,5,,Glendale,5964 West Bluefield Avenue,85308,(602)938-9794,(602)938-7262,33.652109,-112.187728
Acoma Assisted Living,Assisted Living::Directed Home,10,,Phoenix,3142 East Acoma Drive,85032,(602)292-7579,(  )  -,33.619224,-112.014562
Adagio Gardens,Assisted Living::Directed Home,10,,Phoenix,3429 East Cholla Street,85028,(602)430-5382,(602)795-5850,33.589666,-112.007653
Adam's House,Assisted Living::Directed Home,5,,Prescott Valley,7697 East Nightingale Star Lane,86314,(928)759-3220,(928)759-3221,34.6462,-112.330343
Adams House,Assisted Living::Directed Home,8,,Phoenix,20625 North 8Th Street,85024,(623)580-8388,(928)772-8308,33.673985,-112.062245
Adams House Wickieup,Assisted Living::Directed Home,5,,Phoenix,3449 East Wickieup Lane,85050,(602)765-9364,(928)772-8308,33.66373,-112.007767
Adelina Care Home,Assisted Living::Directed Home,7,,Surprise,17543 West Columbine Drive,85388,(623)308-7041,(623)215-8247,33.597713,-112.436813
Adobe Adult Care Home,Assisted Living::Directed Home,10,,Tucson,8028 North Firethorn Avenue,85741,(520)579-2433,(520)744-4411,32.352384,-111.051442
Adrian Assisted Living,Assisted Living::Directed Home,10,,Phoenix,607 West Villa Rita Drive,85023,(602)687-3804,(602)595-0604,33.650062,-112.081831
Adriana's Round-The-Clock LLC,Assisted Living::Directed Home,5,,Glendale,7630 West John Cabot,85308,(602)896-4040,(480)304-3100,33.647458,-112.223795
Adriel Care Home,Assisted Living::Directed Home,7,,Surprise,11550 North 150Th Lane,85379,(623)256-6410,(623)748-9361,33.589267,-112.383829
Advance Assisted Living Home LLC,Assisted Living::Directed Home,10,,Sun City,23221 North 121 Drive,85373,(623)224-3130,(623)328-9105,33.694935,-112.321229
Advantage Adult Healthcare LLC,Assisted Living::Directed Home,7,,Surprise,12415 North 149Th Drive,85379,(623)236-3477,(623)236-3477,33.596549,-112.381417
Advantage Home Care LLC,Assisted Living::Directed Home,10,T,Youngtown,11510 West Langford Court,85363,(623)243-5664,(888)345-6916,33.58434,-112.307295
Affirmative Care Home,Assisted Living::Directed Home,10,,Tucson,8074 East 8Th Street,85710,(520)298-2347,(520)300-8387,32.22486,-110.820401
Agape Senior Living Of Scottsdale LLC,Assisted Living::Directed Home,10,,Scottsdale,8611 East Cholla Street,85260,(480)388-5565,(480)664-7224,33.589144,-111.894697
Agave Assisted Living Home,Assisted Living::Directed Home,10,,Peoria,8854 West Irma Lane,85382,(602)818-9909,(623)388-4473,33.671834,-112.24938
Agave Manor,Assisted Living::Directed Home,10,T,Scottsdale,5937 East Cactus Road,85254,(480)368-7444,(480)368-9777,33.596869,-111.953349
Aging Grace LLC,Assisted Living::Directed Home,10,,Tucson,6701 East Opatas Street,85715,(520)338-2415,(480)448-9867,32.253304,-110.849275
Aging With Dignity,Assisted Living::Directed Home,8,,Surprise,15298 West Ventura Street,85379,(623)243-5152,(623)337-4397,33.612838,-112.389999
Aguilera Assisted Living Home,Assisted Living::Directed Home,10,,Tucson,4740 West Via Aguilera,85745,(520)743-1865,(520)743-2017,32.296384,-111.065441
Ahwatukee Adult Care,Assisted Living::Directed Home,10,,Phoenix,4819 East La Puente,85044,(623)332-8338,(602)224-1357,33.349345,-111.979267
Akres Del Cielo Assisted Living Facility LLC,Assisted Living::Directed Home,5,,Tucson,5450 West Ajo Highway,85735,(520)578-3957,(520)578-3891,32.16816,-111.083438
All Comforts Of Home,Assisted Living::Directed Home,10,,Tucson,4106 East 5Th Street,85711,(520)326-1791,(520)326-4124,32.228727,-110.905051
All Valley Assisted Living Home LLC,Assisted Living::Directed Home,6,,Avondale,10305 West Edgemont Drive,85392,(623)242-8856,(623)218-6520,33.477221,-112.281957
Allegiance Assisted Living LLC,Assisted Living::Directed Home,6,,Mesa,2243 South Gaucho,85202,(480)330-9018,(480)247-6103,33.372912,-111.883185
Alma's Home Care Assisted Living LLC,Assisted Living::Directed Home,10,,Tucson,4322 East 6Th Street,85711,(520)406-1790,(520)577-2039,32.227393,-110.900519
Aloha Assisted Living Home LLC,Assisted Living::Directed Home,5,,Tucson,8260 East Vicksburg Street,85710,(520)207-0306,(520)207-6958,32.224402,-110.815379
Altercare Assisted Living Home,Assisted Living::Directed Home,5,,Mesa,11104 East Sombra Avenue,85212,(480)280-0137,(480)400-1067,33.325167,-111.593767
Amanda's Care Home,Assisted Living::Directed Home,10,T,Mesa,8647 East Pampa Avenue,85212,(480)373-8437,(480)373-8438,33.359531,-111.647364
Amazing Care Home,Assisted Living::Directed Home,10,,Surprise,14449 West Boca Raton Road,85379,(623)466-6273,(623)466-6273,33.609991,-112.371314
Amber Assisted Living Home,Assisted Living::Directed Home,5,,Phoenix,1438 East Hatcher Road,85020,(602)770-9679,(602)795-8162,33.571435,-112.051618
American Dream Retirement,Assisted Living::Directed Home,10,,Phoenix,702 East Orangewood Avenue,85020,(602)283-5987,(602)296-5590,33.545669,-112.064937
Amor De Madre Adult Care Home LLC,Assisted Living::Directed Home,5,,Tucson,7515 South Gila Avenue,85746,(520)883-2248,(520)812-7248,32.115157,-111.050088
Amy's Senior Living LLC,Assisted Living::Directed Home,10,,Phoenix,6528 West Brookhart Way,85083,(602)793-9450,(623)518-4324,33.742905,-112.20065
An Enchanted Assisted Living LLC,Assisted Living::Directed Home,10,T,Surprise,15924 West Mauna Loa Lane,85379,(623)556-2516,(623)214-3473,33.619185,-112.403589
Ana's Haven Adult Home Care,Assisted Living::Directed Home,5,,Chandler,872 South Apache Drive,85224,(480)656-6242,(480)219-8497,33.292758,-111.862141
Ana's Haven Adult Homecare,Assisted Living::Directed Home,5,,Chandler,870 South Meadows Drive,85224,(480)862-3401,(480)219-8497,33.292888,-111.867166
Ana's Haven At Cedar,Assisted Living::Directed Home,5,,Chandler,143 West Cedar Drive,85248,(480)699-8516,(480)219-8497,33.228469,-111.84312
Andersen Springs Care Home LLC,Assisted Living::Directed Home,5,T,Chandler,1541 West Corona Drive,85224,(480)323-0420,(480)659-2766,33.325498,-111.86873
Angel Care Home,Assisted Living::Directed Home,10,T,Phoenix,2231 North 38Th Street,85008,(602)244-1218,(602)275-0085,33.47172,-111.999172
Angel Wings Assisted Living Inc,Assisted Living::Directed Home,10,,Vernon,86 Acr 3148,85940,(928)537-8098,(877)581-4791,34.274054,-109.777361
Angel's Real Home Care,Assisted Living::Directed Home,10,T,Surprise,15952 North Ulrich Way,85374,(623)214-7174,(623)214-5635,33.628892,-112.346208
Angel's Touch Care Home,Assisted Living::Directed Home,10,T,Fort Mohave,1974 East Clear Lake Drive,86426,(928)788-3990,(928)788-3879,34.990821,-114.581152
Angela's Assisted Living LLC,Assisted Living::Directed Home,9,,Tucson,5721 East Waverly Street,85712,(520)822-8249,(520)822-8265,32.246795,-110.870538
Angels R Us,Assisted Living::Directed Home,5,,Tucson,1339 South Avenida Sirio,85710,(520)721-2161,(520)300-4638,32.205472,-110.84992
Anna's Assisted Living LLC,Assisted Living::Directed Home,10,,San Tan Valley,4533 East Rolling Ridge Road,85140,(480)529-3362,(480)987-5013,33.198022,-111.517242
Apple Tree Care Home,Assisted Living::Directed Home,10,,Tucson,4034 East Pima Street,85712,(520)867-6848,(520)325-9596,32.243318,-110.90673
Arabian Views Assisted Living One,Assisted Living::Directed Home,10,,Scottsdale,5501 East Woodridge Drive,85254,(602)763-9796,(602)466-2489,33.640905,-111.962451
Arcadia Assisted Care,Assisted Living::Directed Home,10,,Phoenix,4912 North 45Th Place,85018,(602)441-3513,(602)954-0639,33.507949,-111.982187
Arcadia Assisted Care Camelhead,Assisted Living::Directed Home,10,,Phoenix,4117 East St Joseph Way,85018,(602)852-9148,(602)954-0639,33.518056,-111.99182
Arcadia Assisted Care Villa,Assisted Living::Directed Home,10,T,Phoenix,4132 East Camelback Road,85018,(602)388-4945,(602)954-0639,33.510023,-111.991787
Arizona Assisted Living Home LLC,Assisted Living::Directed Home,10,,Tucson,5512 East 8Th Street,85711,(520)373-5370,(520)777-4181,32.22569,-110.874947
Arizona Bright Morning Star Assisted Living,Assisted Living::Directed Home,10,,Peoria,10928 West Lawrence Lane,85345,(623)374-4447,(623)243-5528,33.562858,-112.295099
Arizona Buttes Assisted Living Home LLC,Assisted Living::Directed Home,10,T,Peoria,23194 North 106Th Avenue,85383,(602)403-5102,(623)328-7042,33.693827,-112.287222
Arizona Comfort Care,Assisted Living::Directed Home,6,T,Surprise,17917 West Port Au Prince Lane,85388,(623)755-5359,(623)271-9455,33.622692,-112.444452
Arizona Elderly Care Alh,Assisted Living::Directed Home,10,,Phoenix,7848 North 4Th Place,85020,(602)466-1384,(602)466-1384,33.551842,-112.067879
Arizona Golden Life - LLC,Assisted Living::Directed Home,5,T,Surprise,15111 North 172Nd Drive,85388,(623)451-7556,(623)518-6940,33.623122,-112.429196
Arizona Harmony Care Home-Fountain,Assisted Living::Directed Home,10,,Mesa,8129 East Fountain Street,85207,(480)621-5575,(480)621-5575,33.434881,-111.655447
Arizona Premier Adult Care LLC,Assisted Living::Directed Home,10,,Mesa,9716 East Pampa Avenue,85212,(480)373-9689,(480)354-0425,33.360489,-111.623996
Arizona Royal Care Home LLC,Assisted Living::Directed Home,10,,Scottsdale,9823 East Jenan Drive,85260,(480)264-2668,(480)393-3056,33.593231,-111.869048
Arizona Shining Star Assisted Living Home,Assisted Living::Directed Home,10,,Phoenix,5402 East Verde Lane,85018,(480)215-5335,(602)368-3708,33.481179,-111.965041
Arizona's Best Assisted Living Home,Assisted Living::Directed Home,10,,Peoria,8113 West Louise Drive,85383,(623)376-6525,(623)825-5415,33.68298,-112.233321
Arizona's Golden Heart,Assisted Living::Directed Home,7,,Glendale,7016 West Villa Theresa Drive,85308,(602)978-0596,(602)903-5608,33.651788,-112.210333
Arizona's Golden Heart I,Assisted Living::Directed Home,10,,Glendale,6523 West Via Del Sol,85310,(602)502-8524,(602)903-5552,33.682113,-112.200425
Ark Of Angel Assisted Living,Assisted Living::Directed Home,5,T,Mesa,3841 East Isabella Avenue,85206,(480)354-3783,(480)656-6374,33.385106,-111.749006
Ark Of Life Inc,Assisted Living::Directed Home,10,,Tempe,1707 East Citation Lane,85284,(480)236-7372,(480)752-3261,33.342639,-111.912104
Arnolds Place,Assisted Living::Directed Home,8,T,Peoria,10214 North 89Th Avenue,85345,(623)979-4717,(623)979-4465,33.577487,-112.250843
Arrowhead Adult Care Home,Assisted Living::Directed Home,5,,Glendale,6999 West Aurora Drive,85308,(623)572-5541,(623)572-5541,33.678092,-112.210788
Arrowhead Lakes Adult Home Care,Assisted Living::Directed Home,5,,Glendale,21428 North 55Th Avenue,85308,(623)825-3353,(623)825-3353,33.678566,-112.177811
Arrowhead Senior Living,Assisted Living::Directed Home,5,,Glendale,6958 West Kristal Way,85308,(623)203-9703,(623)773-9433,33.660693,-112.209516
Arrowhead Symphony Assisted Living Home LLC,Assisted Living::Directed Home,10,,Glendale,6121 West Foothill Drive,85310,(623)341-7643,(623)266-9819,33.684838,-112.191497
Arrowhead Valley Assisted Living Inc,Assisted Living::Directed Home,5,,Glendale,17915 North 65Th Drive,85308,(623)889-5484,(602)773-6705,33.646448,-112.20036
Ashton Gardens Assisted Living LLC,Assisted Living::Directed Home,10,,Mesa,4525 East Decatur Street,85205,(480)830-6522,(480)218-2264,33.426961,-111.73408
Aslan Adult Care Home,Assisted Living::Directed Home,7,,Tucson,7511 East 39Th Street,85730,(520)750-9510,(520)750-0045,32.189594,-110.83196
Aspen Care Assisted Living Home LLC,Assisted Living::Directed Home,10,,Tucson,1445 West Roller Coaster Road #2,85704,(520)638-5399,(520)638-5578,32.301057,-110.996173
Aspen Creek Care Home LLC,Assisted Living::Directed Home,10,,Prescott Valley,2968 North Valley View Drive,86314,(928)772-1344,(928)772-1355,34.58618,-112.348538
Assisted Living At Bloomfield Manor Inc,Assisted Living::Directed Home,10,,Scottsdale,5815 East Aire Libre Avenue,85254,(602)923-3515,(888)395-0419,33.636734,-111.955688
Assisted Living At The Phoenician,Assisted Living::Directed Home,10,,Scottsdale,5915 East St John Road,85254,(480)823-9292,(866)237-2361,33.646103,-111.952972
Assisted Living At The Woodridge Inc,Assisted Living::Directed Home,5,,Scottsdale,5717 East Woodridge Drive,85254,(602)923-3631,(888)395-0419,33.640862,-111.956657
Assisted Living By Sholt,Assisted Living::Directed Home,5,T,Chandler,660 North Beck Avenue,85226,(480)705-9124,(480)961-2086,33.315082,-111.955472
Assisted Living Care LLC,Assisted Living::Directed Home,8,,Surprise,15358 West Post Circle,85374,(623)266-1727,(800)708-9950,33.634193,-112.39168
Assisted Living Of Paradise Valley,Assisted Living::Directed Home,5,,Paradise Valley,6129 East Via Estrella,85253,(480)443-9159,(480)443-9159,33.577701,-111.948609
Assisted Living Of Scottsdale,Assisted Living::Directed Home,10,T,Scottsdale,6819 East Shea Boulevard,85254,(480)998-0988,(480)219-6494,33.581845,-111.93485
Assisted Living Of Surprise,Assisted Living::Directed Home,10,,Surprise,14364 West Desert Hills Drive,85379,(602)904-9624,(623)249-5140,33.593485,-112.369616
Asterion Acres LLC,Assisted Living::Directed Home,10,,Tucson,7008 North Asterion Lane,85741,(520)219-4787,(520)908-6370,32.333694,-111.035159
Atc Best Of Care LLC,Assisted Living::Directed Home,5,,Phoenix,1819 West Mandalay Lane,85023,(602)863-3397,(602)368-5078,33.619385,-112.098192
Atlantis Assisted Living,Assisted Living::Directed Home,10,,Goodyear,16195 West Glenrosa Avenue,85338,(623)764-8087,(623)518-9102,33.495997,-112.406956
Atrium Assisted Living LLC,Assisted Living::Directed Home,10,,Tucson,1200 West Chapala Drive,85704,(520)544-4454,(520)908-6370,32.344715,-110.992215
Audrey's Adult Care Home I,Assisted Living::Directed Home,10,,Phoenix,4031 East Fawn Drive,85040,(602)214-5238,(480)413-0605,33.375207,-111.995533
